ROAD_AGE,LANE_COUNT,SPEED_LIMIT,Snow_Route,Snow_Removal_Designate,Maintenance_Group,Neighbourhood_Name,route_id,Road_Surface_Type,Road_Structure_Type,TRAFFIC_VOLUME,STREET_NAME,OBJECTID,ROAD_ID
47.0,2,50.0,2,1,1,44,0,1,0,6220.0,Kingsmere,4702752,3722
60.0,2,50.0,2,1,1,42,0,1,0,5932.0,Arlington,4702763,3438
60.0,2,50.0,2,1,1,42,0,1,0,5932.0,Arlington,4702764,3432
60.0,2,50.0,2,1,1,42,0,1,0,5932.0,Arlington,4702770,3396
60.0,2,50.0,2,1,1,42,0,1,0,5932.0,Arlington,4702771,3361
48.0,2,50.0,2,1,1,45,0,1,0,9728.0,Acadia,4702772,3633
69.0,2,50.0,0,1,1,35,0,1,0,1851.0,Garrison,4702777,4017
68.0,2,50.0,0,1,1,35,0,1,0,1851.0,Garrison,4702779,4018
64.0,2,50.0,0,1,2,36,0,1,0,3445.0,Louise,4702781,4100
65.0,2,50.0,0,2,2,36,0,1,0,1967.0,Grosvenor,4702786,4125
53.0,2,50.0,2,1,2,50,0,1,0,4907.0,7th,4702795,7091
76.0,2,50.0,2,1,3,50,0,1,0,5538.0,Queen,4702796,7109
53.0,2,50.0,2,1,2,50,0,1,0,4907.0,7th,4702797,14341
53.0,2,50.0,2,1,2,50,0,1,0,7855.0,7th,4702808,7086
74.0,2,50.0,0,1,2,33,0,1,0,6186.0,Wiggins,4702814,2713
70.0,2,50.0,2,1,2,36,0,1,0,6411.0,Cumberland,4702830,5420
70.0,2,50.0,2,1,2,36,0,1,0,6411.0,Cumberland,4702831,5379
67.0,2,50.0,2,1,1,35,0,1,0,7459.0,Cumberland,4702837,4203
67.0,2,50.0,2,1,1,35,0,1,0,7459.0,Cumberland,4702838,4200
72.0,2,50.0,0,1,3,33,0,1,0,4996.0,12th,4702842,5819
41.0,2,50.0,2,1,1,44,0,1,0,3577.0,Weyakwin,4702858,3928
41.0,2,50.0,2,1,1,58,0,1,0,3426.0,Kingsmere,4702860,3881
71.0,2,50.0,1,1,2,32,0,1,0,7479.0,Clarence,4702872,5355
71.0,2,50.0,1,1,2,32,0,1,0,7479.0,Clarence,4702873,5354
67.0,2,50.0,0,2,2,36,0,1,0,3975.0,Cumberland,4702877,4665
65.0,2,50.0,2,1,3,38,0,1,0,4715.0,Ruth,4702882,4602
65.0,2,50.0,2,1,3,38,0,1,0,4715.0,Ruth,4702885,4605
65.0,2,50.0,2,1,3,38,0,1,0,4715.0,Ruth,4702886,4604
67.0,2,50.0,0,2,2,39,0,1,0,1799.0,Cumberland,4702889,4595
65.0,2,50.0,2,1,3,38,0,1,0,4715.0,Ruth,4702890,4611
68.0,2,50.0,1,1,3,32,0,1,0,13262.0,Taylor,4702903,4700
66.0,2,50.0,1,1,3,32,0,1,0,13957.0,Taylor,4702912,4698
67.0,2,50.0,2,1,1,35,0,1,0,7459.0,Cumberland,4702931,4202
67.0,2,50.0,2,1,1,35,0,1,0,7459.0,Cumberland,4702932,4201
70.0,2,50.0,0,1,3,33,0,1,0,4996.0,12th,4702937,5818
62.0,2,50.0,2,1,3,39,0,1,0,3519.0,Ruth,4702956,4334
62.0,2,50.0,2,1,2,39,0,1,0,3402.0,Louise,4702959,4333
63.0,2,50.0,0,1,2,36,0,1,0,3402.0,Louise,4702960,4287
66.0,2,50.0,1,1,3,36,0,1,0,14421.0,Taylor,4702963,4243
66.0,2,50.0,1,1,3,36,0,1,0,14421.0,Taylor,4702964,4235
58.0,2,50.0,2,1,1,40,0,1,0,7298.0,Arlington,4702999,3522
62.0,2,50.0,2,1,2,39,0,1,0,3402.0,Louise,4703002,4331
63.0,2,50.0,2,1,3,39,0,1,0,3519.0,Ruth,4703004,4355
61.0,2,50.0,1,1,1,41,0,1,0,13319.0,Taylor,4703006,4264
61.0,2,50.0,1,1,1,41,0,1,0,13319.0,Taylor,4703009,4261
61.0,2,50.0,1,1,1,41,0,1,0,13319.0,Taylor,4703020,3411
61.0,2,50.0,1,1,1,41,0,1,0,13319.0,Taylor,4703026,3402
74.0,2,50.0,0,2,3,26,0,1,0,667.0,Saskatchewan,4703032,2833
74.0,2,50.0,0,1,2,33,0,1,0,6186.0,Wiggins,4703033,2712
75.0,4,50.0,1,1,2,33,0,1,0,11568.0,Clarence,4703034,2812
65.0,2,50.0,2,1,1,43,0,1,0,3241.0,Main,4703035,4079
65.0,2,50.0,2,1,1,43,0,1,0,3241.0,Main,4703036,4078
65.0,2,50.0,2,1,1,43,0,1,0,3241.0,Main,4703037,4077
60.0,2,50.0,2,1,1,42,0,1,0,4378.0,7th,4703038,3367
60.0,2,50.0,2,1,1,42,0,1,0,4378.0,7th,4703041,3370
60.0,2,50.0,2,1,1,42,0,1,0,7022.0,Arlington,4703043,3349
65.0,2,50.0,2,1,1,43,0,1,0,3241.0,Main,4703045,3326
66.0,2,50.0,2,1,1,43,0,1,0,3241.0,Main,4703048,3323
66.0,2,50.0,2,1,1,43,0,1,0,3241.0,Main,4703049,3314
66.0,2,50.0,2,2,1,43,0,1,0,5660.0,14th,4703050,3337
65.0,2,50.0,2,2,1,43,0,1,0,5660.0,14th,4703051,4062
65.0,2,50.0,2,2,1,43,0,1,0,5660.0,14th,4703052,4063
65.0,2,50.0,2,2,1,43,0,1,0,5660.0,14th,4703053,4067
72.0,2,50.0,0,1,2,33,0,1,0,3313.0,Wiggins,4703064,2743
69.0,2,50.0,2,1,2,33,0,1,0,7459.0,Cumberland,4703065,2805
70.0,2,50.0,0,1,2,33,0,1,0,3313.0,Wiggins,4703067,5815
70.0,2,50.0,0,1,2,33,0,1,0,3313.0,Wiggins,4703068,5807
71.0,2,50.0,0,1,2,33,0,1,0,3313.0,Wiggins,4703069,5803
71.0,2,50.0,0,1,2,33,0,1,0,3313.0,Wiggins,4703070,5792
70.0,2,50.0,0,1,3,33,0,1,0,3726.0,12th,4703075,5814
69.0,2,50.0,2,1,1,35,0,1,0,8305.0,Cumberland,4703076,4210
69.0,2,50.0,2,1,1,35,0,1,0,8305.0,Cumberland,4703077,4209
69.0,2,50.0,2,1,1,35,0,1,0,8305.0,Cumberland,4703078,4207
72.0,2,50.0,0,1,2,33,0,1,0,3313.0,Wiggins,4703081,2744
72.0,2,50.0,0,1,2,33,0,1,0,6186.0,Wiggins,4703082,2736
74.0,2,50.0,0,1,2,33,0,1,0,6186.0,Wiggins,4703083,2725
74.0,2,50.0,0,1,2,33,0,1,0,6186.0,Wiggins,4703084,2724
117.0,3,50.0,0,1,1,25,0,1,0,3859.0,24th,4703093,7119
72.0,2,50.0,0,1,1,25,0,1,0,12478.0,Spadina,4703094,14292
58.0,4,50.0,0,1,1,25,0,1,0,2329.0,23rd,4703095,7172
117.0,3,50.0,0,1,1,25,0,1,0,12478.0,24th,4703096,7167
74.0,2,50.0,0,2,3,26,0,1,0,667.0,Saskatchewan,4703097,2826
69.0,2,50.0,0,1,1,35,0,1,0,1851.0,Garrison,4703104,4032
68.0,2,50.0,2,2,1,35,0,1,0,4595.0,14th,4703109,4028
69.0,2,50.0,0,1,1,35,0,1,0,2327.0,Garrison,4703110,4022
52.0,2,50.0,1,1,1,6,0,1,0,3660.0,miyo-wahkohtowin,4703116,9554
52.0,2,50.0,1,1,1,6,0,1,0,3660.0,miyo-wahkohtowin,4703119,9553
52.0,2,50.0,1,1,1,6,0,1,0,3660.0,miyo-wahkohtowin,4703122,9552
52.0,2,50.0,1,1,1,6,0,1,0,3660.0,miyo-wahkohtowin,4703123,9551
46.0,2,50.0,2,1,1,7,0,1,0,9464.0,Wedge,4703126,9915
53.0,2,50.0,1,1,1,6,0,1,0,3660.0,miyo-wahkohtowin,4703130,9543
53.0,2,50.0,1,1,1,6,0,1,0,3660.0,miyo-wahkohtowin,4703131,9541
46.0,2,50.0,2,1,1,7,0,1,0,9464.0,Wedge,4703132,9911
53.0,2,50.0,1,1,1,6,0,1,0,3660.0,miyo-wahkohtowin,4703142,9532
49.0,2,50.0,1,1,1,6,0,1,0,3660.0,miyo-wahkohtowin,4703153,9567
50.0,2,50.0,1,1,1,6,0,1,0,3660.0,miyo-wahkohtowin,4703162,9568
52.0,2,50.0,1,1,1,6,0,1,0,3660.0,miyo-wahkohtowin,4703165,9555
59.0,4,50.0,1,1,1,8,0,1,0,27223.0,33rd,4703172,9375
57.0,6,50.0,0,1,1,25,0,1,0,12150.0,23rd,4703177,7227
57.0,6,50.0,0,1,1,25,0,1,0,12150.0,23rd,4703178,7224
107.0,4,50.0,0,1,1,25,0,1,0,9027.0,3rd,4703180,7178
72.0,6,50.0,0,1,1,25,0,1,0,3189.0,23rd,4703181,7177
118.0,4,50.0,0,1,1,25,0,1,0,9116.0,3rd,4703182,7184
98.0,6,50.0,0,1,1,25,0,1,0,11337.0,24th,4703184,7161
58.0,4,50.0,0,1,1,25,0,1,0,12478.0,24th,4703185,7163
58.0,4,50.0,0,1,1,25,0,1,0,12478.0,24th,4703186,7162
66.0,2,50.0,1,1,2,16,0,1,0,5852.0,H,4703194,7677
73.0,2,50.0,1,1,2,16,0,1,0,6681.0,H,4703237,7345
73.0,2,50.0,1,1,2,16,0,1,0,6681.0,H,4703238,7352
73.0,2,50.0,1,1,2,16,0,1,0,6681.0,H,4703244,7376
79.0,2,50.0,0,1,3,17,0,1,0,3303.0,Walmer,4703253,7370
79.0,2,50.0,0,1,3,17,0,1,0,3303.0,Walmer,4703256,7372
114.0,2,50.0,1,1,2,16,0,1,0,6681.0,H,4703258,7375
79.0,2,50.0,0,1,3,17,0,1,0,3303.0,Walmer,4703262,7365
58.0,2,50.0,0,1,1,25,0,1,0,10049.0,20th,4703270,6393
75.0,4,50.0,0,1,1,25,0,1,0,11228.0,4th,4703271,6394
75.0,4,50.0,0,1,1,25,0,1,0,11228.0,4th,4703272,6396
58.0,2,50.0,0,1,1,25,0,1,0,10049.0,20th,4703275,6397
72.0,2,50.0,0,1,1,25,0,1,0,10605.0,Spadina,4703276,6360
80.0,2,50.0,0,2,3,26,0,1,0,862.0,9th,4703287,6041
80.0,2,50.0,0,2,3,26,0,1,0,862.0,9th,4703290,6043
114.0,4,50.0,0,1,3,14,0,1,0,17370.0,20th,4703298,6807
69.0,3,50.0,2,1,3,14,0,1,0,11988.0,19th,4703304,6748
74.0,2,50.0,1,1,2,27,0,1,0,6913.0,Lorne,4703312,5732
74.0,2,50.0,1,1,2,27,0,1,0,6913.0,Lorne,4703313,5733
74.0,2,50.0,1,1,2,27,0,1,0,6913.0,Lorne,4703314,5685
74.0,2,50.0,1,1,2,27,0,1,0,6913.0,Lorne,4703315,5677
74.0,2,50.0,1,1,2,27,0,1,0,6913.0,Lorne,4703316,5676
74.0,2,50.0,1,1,2,27,0,1,0,6913.0,Lorne,4703317,5674
76.0,2,50.0,0,2,3,14,0,1,0,5104.0,Spadina,4703322,6702
114.0,4,50.0,0,1,3,14,0,1,0,13654.0,20th,4703323,6804
116.0,2,50.0,1,1,2,14,0,1,0,9798.0,H,4703324,14318
76.0,2,50.0,0,2,3,12,0,1,0,5104.0,Spadina,4703329,6753
116.0,2,50.0,1,1,2,12,0,1,0,9798.0,H,4703332,6533
69.0,3,50.0,2,1,3,14,0,1,0,6945.0,19th,4703334,6732
116.0,2,50.0,1,1,2,14,0,1,0,9776.0,H,4703335,14316
116.0,2,50.0,1,1,2,14,0,1,0,9798.0,H,4703336,14317
114.0,4,50.0,0,1,3,14,0,1,0,13654.0,20th,4703339,6801
69.0,3,50.0,2,1,3,14,0,1,0,6945.0,19th,4703345,6733
69.0,3,50.0,2,1,3,14,0,1,0,11988.0,19th,4703346,6742
114.0,4,50.0,0,1,3,14,0,1,0,13654.0,20th,4703347,6803
43.0,2,50.0,1,1,1,56,0,1,0,3818.0,Adilman,4703364,11360
43.0,2,50.0,1,1,1,56,0,1,0,3818.0,Adilman,4703365,11361
46.0,2,50.0,2,1,1,56,0,1,0,5744.0,Meilicke,4703385,11490
46.0,2,50.0,2,1,1,56,14664,1,0,4363.0,Silverwood,4703386,11543
43.0,2,50.0,1,1,1,56,0,1,0,3818.0,Adilman,4703400,11358
41.0,2,50.0,1,1,1,56,0,1,0,7649.0,Adilman,4703401,17065
41.0,2,50.0,1,1,1,56,0,1,0,7649.0,Adilman,4703407,11354
43.0,2,50.0,1,1,1,56,0,1,0,3818.0,Adilman,4703408,11357
45.0,2,50.0,0,1,1,56,0,1,0,5934.0,Russell,4703411,11389
41.0,2,50.0,1,1,1,56,0,1,0,7649.0,Adilman,4703412,11356
45.0,2,50.0,2,1,1,56,0,1,0,5934.0,Russell,4703415,11433
45.0,2,50.0,2,1,1,56,0,1,0,5934.0,Russell,4703419,11425
46.0,2,50.0,2,1,1,56,0,1,0,5744.0,Meilicke,4703423,11483
46.0,2,50.0,2,1,1,56,0,1,0,5744.0,Meilicke,4703424,11477
45.0,2,50.0,0,1,1,56,0,1,0,5934.0,Russell,4703450,11388
45.0,2,50.0,2,1,1,56,14664,1,0,4363.0,Silverwood,4703452,11380
45.0,2,50.0,2,1,1,56,0,1,0,5934.0,Russell,4703458,11451
46.0,2,50.0,2,1,1,56,0,1,0,12825.0,Russell,4703467,17050
46.0,2,50.0,2,1,1,56,0,1,0,12825.0,Russell,4703468,17049
46.0,2,50.0,2,1,1,56,0,1,0,5744.0,Meilicke,4703470,11473
45.0,2,50.0,0,1,1,56,0,1,0,5934.0,Russell,4703482,11404
43.0,2,50.0,2,1,1,56,0,1,0,3496.0,Goerzen,4703485,11436
45.0,2,50.0,2,1,1,56,0,1,0,5934.0,Russell,4703486,14295
43.0,2,50.0,2,1,1,56,0,1,0,3496.0,Goerzen,4703508,11438
45.0,2,50.0,0,2,3,113,0,1,0,1812.0,60th,4703510,11886
52.0,2,50.0,1,1,1,53,0,1,0,5165.0,Assiniboine,4703512,10221
51.0,2,50.0,1,1,1,53,0,1,0,5165.0,Assiniboine,4703513,10231
49.0,2,50.0,1,1,1,55,0,1,0,11098.0,Pinehouse,4703520,11697
49.0,2,50.0,1,1,1,54,0,1,0,11098.0,Pinehouse,4703521,17124
50.0,2,50.0,1,1,1,53,0,1,0,5165.0,Assiniboine,4703527,10205
49.0,2,50.0,1,1,1,53,0,1,0,5165.0,Assiniboine,4703529,10206
49.0,2,50.0,0,1,1,55,0,1,0,3428.0,Pinehouse,4703535,11700
49.0,2,50.0,1,1,1,55,0,1,0,5165.0,Saguenay,4703536,11712
49.0,2,50.0,1,1,1,53,0,1,0,5165.0,Saguenay,4703540,11716
58.0,2,50.0,1,1,1,53,0,1,0,8271.0,Assiniboine,4703558,10268
50.0,2,50.0,1,2,2,106,0,1,0,13089.0,Millar,4703562,18567
49.0,2,50.0,1,1,1,55,0,1,0,11098.0,Pinehouse,4703569,11698
52.0,2,50.0,1,1,1,53,0,1,0,5165.0,Assiniboine,4703573,10217
61.0,2,50.0,2,1,1,52,0,1,0,1124.0,Alexandra,4703581,10366
52.0,2,50.0,0,2,3,106,0,1,0,5054.0,46th,4703588,11961
60.0,2,50.0,0,2,3,51,0,1,0,8484.0,Spadina,4703611,10375
65.0,2,50.0,0,1,2,51,0,1,0,1124.0,Alexandra,4703612,10434
61.0,2,50.0,2,1,2,51,0,1,0,1124.0,Alexandra,4703630,10469
56.0,2,50.0,1,1,1,53,0,1,0,8271.0,Assiniboine,4703631,10269
63.0,2,50.0,1,1,3,51,0,1,0,6530.0,33rd,4703634,10533
66.0,2,50.0,2,1,2,51,0,1,0,7855.0,7th,4703642,10383
68.0,2,50.0,0,1,3,51,0,1,0,6530.0,33rd,4703644,10526
68.0,2,50.0,0,1,3,51,0,1,0,6530.0,33rd,4703646,10528
47.0,2,50.0,0,2,1,55,0,1,0,4199.0,Whiteswan,4703660,17015
33.0,2,50.0,2,1,1,59,0,1,0,3617.0,Kerr,4703676,17574
33.0,2,50.0,2,1,1,59,0,1,0,3617.0,Kerr,4703685,17572
39.0,2,50.0,1,1,1,60,0,1,0,4422.0,Kenderdine,4703686,15150
38.0,2,50.0,1,1,1,60,0,1,0,4422.0,Kenderdine,4703687,2664
59.0,2,50.0,0,2,1,904,0,1,0,822.0,Wess,4703688,15106
40.0,2,50.0,0,2,1,60,0,1,0,1614.0,Cowley,4703702,2657
40.0,2,50.0,2,1,1,59,0,1,0,3617.0,Kerr,4703703,17566
40.0,2,50.0,2,1,1,59,0,1,0,3617.0,Kerr,4703704,17565
31.0,2,50.0,2,1,1,59,0,1,0,3617.0,Kerr,4703708,2659
40.0,2,50.0,0,2,1,60,0,1,0,1614.0,Cowley,4703711,2638
40.0,2,50.0,1,1,1,60,0,1,0,3580.0,Kenderdine,4703715,2568
40.0,2,50.0,1,1,1,60,0,1,0,3580.0,Kenderdine,4703716,2567
33.0,2,50.0,2,1,1,59,0,1,0,3617.0,Kerr,4703718,17571
31.0,2,50.0,2,1,1,59,0,1,0,3617.0,Kerr,4703719,17569
40.0,2,50.0,0,1,1,49,0,1,0,2178.0,Berini,4703721,17164
40.0,2,50.0,0,1,1,49,0,1,0,2178.0,Berini,4703722,2556
40.0,2,50.0,2,2,1,59,0,1,0,3617.0,Kerr,4703723,16947
40.0,2,50.0,1,1,1,49,0,1,0,2178.0,Berini,4703737,2549
39.0,2,50.0,1,1,1,60,0,1,0,3580.0,Kenderdine,4703738,2576
40.0,2,50.0,1,1,1,49,0,1,0,2178.0,Berini,4703739,2524
39.0,2,50.0,1,1,1,60,0,1,0,3580.0,Kenderdine,4703740,16969
39.0,2,50.0,1,1,1,60,0,1,0,3580.0,Kenderdine,4703743,2584
40.0,2,50.0,1,1,1,49,0,1,0,2178.0,Berini,4703744,2548
39.0,2,50.0,1,1,1,60,0,1,0,3580.0,Kenderdine,4703745,2577
40.0,2,50.0,2,1,1,59,0,1,0,3617.0,Kerr,4703755,2665
39.0,2,50.0,1,1,1,60,0,1,0,3580.0,Kenderdine,4703758,2585
40.0,2,50.0,0,1,1,49,0,1,0,2178.0,Berini,4703759,2557
51.0,2,50.0,1,1,1,47,0,1,0,4461.0,Boychuk,4703766,2883
51.0,2,50.0,1,1,1,47,0,1,0,4461.0,Boychuk,4703767,2882
51.0,2,50.0,1,1,1,47,0,1,0,5499.0,Boychuk,4703769,3005
51.0,2,50.0,1,1,1,47,0,1,0,5499.0,Boychuk,4703770,3002
51.0,2,50.0,1,1,1,47,0,1,0,5499.0,Boychuk,4703771,3001
51.0,2,50.0,1,1,1,47,0,1,0,5499.0,Boychuk,4703787,3066
51.0,2,50.0,1,1,1,47,0,1,0,5499.0,Boychuk,4703788,3065
51.0,2,50.0,1,1,1,47,0,1,0,5499.0,Boychuk,4703791,3062
51.0,2,50.0,1,1,1,47,0,1,0,5499.0,Boychuk,4703792,3029
51.0,2,50.0,1,1,1,47,0,1,0,5499.0,Boychuk,4703793,3028
51.0,2,50.0,1,1,1,47,0,1,0,5499.0,Boychuk,4703794,3023
53.0,2,50.0,1,1,1,47,0,1,0,4461.0,Boychuk,4703796,2894
53.0,2,50.0,2,1,1,49,0,1,0,4843.0,Gray,4703806,2493
40.0,2,50.0,0,1,1,49,0,1,0,4843.0,Gray,4703809,2516
41.0,2,50.0,2,1,1,49,0,1,0,4843.0,Gray,4703811,2502
51.0,2,50.0,1,1,1,47,0,1,0,5499.0,Boychuk,4703822,14213
51.0,2,50.0,1,1,1,47,0,1,0,5499.0,Boychuk,4703835,3064
57.0,2,90.0,1,2,3,106,0,1,0,21596.0,Idylwyld,4703839,18296
57.0,2,90.0,1,2,3,112,0,1,0,21134.0,Idylwyld,4703840,18301
50.0,4,50.0,0,1,1,103,0,1,0,1232.0,Lorne,4703846,14638
50.0,4,50.0,0,1,1,103,0,1,0,1232.0,Lorne,4703847,18363
80.0,2,50.0,0,2,3,26,0,1,0,1382.0,Saskatchewan,4703850,17866
65.0,2,50.0,0,1,2,19,0,1,0,2562.0,I,4703876,18396
65.0,2,50.0,0,1,2,19,0,1,0,2562.0,I,4703877,10609
46.0,2,60.0,0,2,1,55,0,1,0,5923.0,Spadina,4703885,18423
59.0,3,50.0,0,1,1,109,0,1,0,14521.0,Central,4703886,18427
59.0,2,50.0,0,1,1,48,0,1,0,14521.0,Central,4703887,2431
61.0,2,50.0,0,2,3,50,0,1,0,17276.0,Spadina,4703893,18460
49.0,4,50.0,2,1,1,45,0,1,0,9728.0,Acadia,4703894,3584
48.0,2,50.0,0,2,1,101,0,1,0,6602.0,45th,4703923,18526
50.0,2,50.0,1,2,2,106,0,1,0,13089.0,Millar,4703927,11768
57.0,2,90.0,1,2,1,717,0,1,0,20986.0,Idylwyld,4703996,18299
57.0,2,90.0,1,2,1,101,0,1,0,15181.0,Idylwyld,4703997,18298
60.0,2,80.0,0,2,1,903,0,1,0,1999.0,11th,4703998,812237
114.0,4,50.0,0,1,1,25,0,1,0,12297.0,24th,4704009,812428
114.0,4,50.0,0,1,1,25,0,1,0,12297.0,24th,4704010,812430
117.0,4,50.0,0,1,1,25,0,1,0,13631.0,1st,4704012,7209
117.0,4,50.0,0,1,1,25,0,1,0,13631.0,1st,4704013,7208
97.0,6,50.0,0,1,1,25,0,1,0,9662.0,24th,4704014,7158
119.0,6,50.0,0,1,1,25,0,1,0,5771.0,23rd,4704015,7203
73.0,2,50.0,2,1,3,26,0,1,0,6154.0,12th,4704059,813925
49.0,3,50.0,1,1,1,57,0,1,0,7008.0,Fairmont,4704063,9069
49.0,4,50.0,1,1,1,53,0,1,0,18948.0,Primrose,4704197,816074
49.0,4,50.0,1,1,1,53,0,1,0,18948.0,Primrose,4704198,816085
64.0,2,50.0,0,1,2,18,0,1,0,9522.0,P,4704258,9372
47.0,2,50.0,2,1,1,4,14680,1,0,8669.0,McCormack,4704262,14279
47.0,2,50.0,2,1,1,4,14680,1,0,8669.0,McCormack,4704263,8880
67.0,2,50.0,0,1,1,111,0,1,0,5389.0,P,4704264,6514
58.0,2,50.0,2,1,1,40,0,1,0,7298.0,Arlington,4704333,3520
58.0,2,50.0,2,1,1,40,0,1,0,7298.0,Arlington,4704335,3521
56.0,2,50.0,2,1,1,9,0,1,0,1709.0,Northumberland,4704339,818054
33.0,2,50.0,0,2,0,906,0,1,0,1899.0,71st,4704412,11781
18.0,2,60.0,0,2,2,113,0,1,0,1024.0,Millar,4704491,817031
59.0,2,50.0,2,1,1,41,0,1,0,7404.0,Louise,4704519,816243
59.0,2,50.0,2,1,1,41,0,1,0,7404.0,Louise,4704520,816265
59.0,2,50.0,2,1,1,41,0,1,0,7404.0,Louise,4704521,816276
33.0,2,70.0,0,2,0,0,0,1,0,2358.0,71st,4704559,828191
45.0,2,50.0,1,2,2,112,0,1,0,7764.0,Millar,4704644,11757
42.0,2,50.0,0,2,2,112,0,1,0,5158.0,Miners,4704647,11879
45.0,2,50.0,1,2,2,112,0,1,0,7764.0,Millar,4704648,11758
45.0,2,50.0,1,2,2,112,0,1,0,7764.0,Millar,4704652,11761
45.0,2,50.0,1,2,2,112,0,1,0,7764.0,Millar,4704653,11760
42.0,2,50.0,0,2,2,112,0,1,0,5158.0,Miners,4704655,11878
42.0,2,50.0,0,2,2,112,0,1,0,5158.0,Miners,4704657,11867
42.0,2,50.0,0,2,2,112,0,1,0,5158.0,Miners,4704658,11869
58.0,2,50.0,2,1,1,40,0,1,0,5338.0,Arlington,4704693,830248
22.0,2,50.0,0,2,3,113,0,1,0,1812.0,60th,4704696,830305
22.0,2,50.0,0,2,3,113,0,1,0,1812.0,60th,4704697,830316
17.0,2,50.0,0,2,3,113,0,1,0,1812.0,60th,4704698,826648
22.0,2,50.0,0,2,3,113,0,1,0,1812.0,60th,4704699,826650
38.0,1,50.0,0,2,1,60,0,1,0,3070.0,Cowley,4704706,840216
23.0,1,60.0,0,2,1,62,0,1,0,5987.0,McOrmond,4704707,840306
40.0,2,50.0,1,1,1,67,0,1,0,2983.0,Berini,4704711,841173
40.0,2,50.0,1,1,1,60,0,1,0,2178.0,Berini,4704712,841140
40.0,1,50.0,0,1,1,67,14670,1,0,6471.0,115th,4704713,841037
40.0,2,50.0,1,1,1,60,14670,1,0,6471.0,115th,4704714,841116
40.0,2,50.0,1,1,1,60,0,1,0,2178.0,Berini,4704715,841217
40.0,2,50.0,1,1,1,60,0,1,0,2178.0,Berini,4704716,841228
40.0,1,50.0,0,1,1,60,0,1,0,2178.0,Berini,4704717,841230
22.0,1,60.0,0,1,1,67,0,1,0,3135.0,Attridge,4704718,841410
39.0,2,60.0,1,1,1,67,0,1,0,13564.0,Attridge,4704720,841397
22.0,2,60.0,1,1,1,67,0,1,0,3135.0,Attridge,4704721,841408
22.0,2,60.0,1,1,1,67,0,1,0,3135.0,Attridge,4704722,841533
40.0,1,50.0,0,1,1,67,0,1,0,2983.0,Berini,4704724,840576
59.0,2,50.0,2,1,1,46,0,1,0,5610.0,Acadia,4704726,3201
59.0,2,50.0,2,1,1,46,0,1,0,5610.0,Acadia,4704728,2942
59.0,2,50.0,2,1,1,46,0,1,0,5610.0,Acadia,4704729,2945
59.0,2,50.0,2,1,1,46,0,1,0,5610.0,Acadia,4704730,2944
59.0,2,50.0,2,1,1,46,0,1,0,5610.0,Acadia,4704731,2946
59.0,2,50.0,2,1,1,46,0,1,0,7587.0,Acadia,4704734,3199
59.0,2,50.0,2,1,1,46,0,1,0,7587.0,Acadia,4704735,3202
59.0,2,50.0,2,1,1,46,0,1,0,7587.0,Acadia,4704737,3193
59.0,2,50.0,2,1,1,46,0,1,0,7587.0,Acadia,4704739,3192
59.0,2,50.0,2,1,1,46,0,1,0,7587.0,Acadia,4704740,3191
59.0,2,50.0,2,1,1,46,0,1,0,7587.0,Acadia,4704741,3190
59.0,2,50.0,2,1,1,46,0,1,0,7587.0,Acadia,4704743,3189
59.0,2,50.0,2,1,1,46,0,1,0,7587.0,Acadia,4704745,3188
59.0,2,50.0,2,1,1,46,0,1,0,7587.0,Acadia,4704748,3185
59.0,2,50.0,2,1,1,46,0,1,0,7587.0,Acadia,4704749,3186
59.0,2,50.0,2,1,1,46,0,1,0,7587.0,Acadia,4704752,3187
59.0,2,50.0,2,1,1,46,0,1,0,7587.0,Acadia,4704755,3198
59.0,2,50.0,2,1,1,46,0,1,0,7587.0,Acadia,4704756,3196
59.0,2,50.0,2,1,1,46,0,1,0,7587.0,Acadia,4704759,3195
59.0,4,50.0,2,1,1,46,0,1,0,7587.0,Acadia,4704760,3194
66.0,3,50.0,1,1,1,43,14638,1,0,31370.0,8th,4704818,837270
67.0,2,50.0,0,2,2,39,0,1,0,1799.0,Cumberland,4704820,4598
58.0,2,50.0,1,1,1,49,14670,1,0,7991.0,115th,4704829,844918
40.0,2,60.0,1,1,1,67,0,1,0,15320.0,Attridge,4704830,844986
40.0,2,60.0,1,1,1,49,0,1,0,15320.0,Attridge,4704831,845008
58.0,2,90.0,1,1,1,43,0,1,0,19865.0,Circle,4704832,845087
28.0,2,90.0,1,1,1,46,0,1,0,21207.0,Circle,4704833,845098
28.0,2,90.0,1,2,1,46,0,1,0,21207.0,Circle,4704834,845100
54.0,2,50.0,1,1,1,45,0,6,1,19950.0,Taylor,4704842,845267
54.0,2,50.0,1,1,1,44,0,6,1,19950.0,Taylor,4704843,845278
74.0,4,50.0,1,1,2,33,0,1,0,13583.0,Clarence,4704855,846584
74.0,4,50.0,1,1,2,33,0,1,0,13583.0,Clarence,4704857,846562
67.0,2,50.0,2,1,1,35,0,1,0,7459.0,Cumberland,4704866,846674
67.0,2,50.0,2,1,1,35,0,1,0,8810.0,Cumberland,4704867,846652
66.0,1,50.0,2,2,1,35,0,1,0,5595.0,Main,4704878,846753
66.0,1,50.0,2,2,1,35,0,1,0,5595.0,Main,4704881,846764
66.0,1,50.0,2,2,1,35,0,1,0,5595.0,Main,4704882,846775
66.0,1,50.0,2,2,1,35,0,1,0,5595.0,Main,4704884,846786
